Name,Nation,Gender,Event,QualifiedBy,EventId
Rose LOGA,FRA,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Sara FANTINI,ITA,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Rosa Andreina RODRÍGUEZ,VEN,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Bianca Florentina GHELBER,ROU,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Hanna SKYDAN,AZE,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Jillian SHIPPEE,USA,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Lauren BRUCE,NZL,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Anna PURCHASE,GBR,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Stephanie RATCLIFFE,AUS,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Jillian WEIR,CAN,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Beatrice Nedberge LLANO,NOR,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Nicola TUTHILL,IRL,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Aileen KUHN,GER,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Li JI,CHN,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Jiangyan LI,CHN,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Stamatia Alexandra SCARVELIS,GRE,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Erin REESE,USA,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Nayoka CLUNIS,JAM,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Oyesade OLATOYE,NGR,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Katarzyna FURMANEK,POL,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Axi ZHANG,CHN,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Janeah STEWART,USA,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Guðrún Karítas HALLGRÍMSDÓTTIR,ISL,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Rebecka HALLERTH,SWE,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Iryna KLYMETS,UKR,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Lara ROBERTS,AUS,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Valentina SAVVA,CYP,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Jalani DAVIS,USA,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Ewa RÓŻAŃSKA,POL,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Zahra TATAR,ALG,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Suvi NIIRANEN,FIN,W,Women's Hammer Throw,Qualified by World Rankings,10229532
Haruka KITAGUCHI,JPN,W,Women's Javelin Throw,Qualified by Wild Card,10229533
Victoria HUDSON,AUT,W,Women's Javelin Throw,Qualified by Entry Standard,10229533
Adriana VILAGOŠ,SRB,W,Women's Javelin Throw,Qualified by Entry Standard,10229533
Sigrid BORGE,NOR,W,Women's Javelin Throw,Qualified by Entry Standard,10229533
Maria ANDREJCZYK,POL,W,Women's Javelin Throw,Qualified by Entry Standard,10229533
Elina TZENGKO,GRE,W,Women's Javelin Throw,Qualified by Entry Standard,10229533
Sara KOLAK,CRO,W,Women's Javelin Throw,Qualified by Entry Standard,10229533
Flor Denis RUIZ HURTADO,COL,W,Women's Javelin Throw,Qualified by Entry Standard,10229533
Qianqian DAI,CHN,W,Women's Javelin Throw,Qualified by Entry Standard,10229533
Jo-Ane DU PLESSIS,RSA,W,Women's Javelin Throw,Qualified by Entry Standard,10229533
Manuela ROTUNDO,URU,W,Women's Javelin Throw,Qualified by Entry Standard,10229533
Nikola OGRODNÍKOVÁ,CZE,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Mackenzie LITTLE,AUS,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Marie-Therese OBST,NOR,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Momone UEDA,JPN,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Lingdan SU,CHN,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Anete SIETIŅA,LAT,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Tori MOORBY,NZL,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Yulenmis AGUILAR,ESP,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Petra SIČAKOVÁ,CZE,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Andrea ŽELEZNÁ,CZE,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Annu RANI,IND,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Lianna DAVIDSON,AUS,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Rhema OTABOR,BAH,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Jucilene Sales DE LIMA,BRA,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Sae TAKEMOTO,JPN,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Marija VUČENOVIĆ,SRB,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Liveta JASIŪNAITĖ,LTU,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Daniella MIEKO NISIMURA,BRA,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Juleisy ANGULO,ECU,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Madison WILTROUT,USA,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Bekah WALTON,GBR,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Evelyn BLISS,USA,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Esra TÜRKMEN,TUR,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Małgorzata MAŚLAK-GLUGLA,POL,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Valentina BARRIOS,COL,W,Women's Javelin Throw,Qualified by World Rankings,10229533
Amane Beriso SHANKULE,ETH,W,Women's Marathon,Qualified by Wild Card,10229534
Ruth CHEPNGETICH,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Tigst ASSEFA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Worknesh DEGEFA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Sutume Asefa KEBEDE,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Tigist KETEMA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Rosemary WANJIRU,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Peres JEPCHIRCHIR,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Almaz AYANA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Joyciline JEPKOSGEI,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Megertu ALEMU,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Yalemzerf YEHUALAW,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Winfridah Moraa MOSETI,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Hawi FEYSA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Irine Chepet CHEPTAI,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Workenesh EDESA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Hiwot GEBREKIDAN,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Sifan HASSAN,NED,W,Women's Marathon,Qualified by Entry Standard,10229534
Ruti AGA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Stella CHESANG,UGA,W,Women's Marathon,Qualified by Entry Standard,10229534
Brigid KOSGEI,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Bedatu HIRPA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Dera DIDA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Tiruye MESFIN,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Mestawut FIKIR,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Magdalyne MASAI,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Bosena MULATIE,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Betsy SAINA,USA,W,Women's Marathon,Qualified by Entry Standard,10229534
Haven Hailu DESSE,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Ashete BEKERE,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Sheila CHEPKIRUI,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Rahma TUSA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Sharon CHELIMO,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Degitu AZIMERAW,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Sichala KUMESHI,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Vicoty CHEPNGENO,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Joyce Chepkemoi TELE,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Aberu AYANA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Buze DIRIBA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Gotytom GEBRESLASE,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Gladys CHESIR,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Shitaye ESHETE,BRN,W,Women's Marathon,Qualified by Entry Standard,10229534
Evaline CHIRCHIR,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Catherine Reline AMANANG'OLE,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Waganesh MEKASHA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Tigist GIRMA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Yebrgual MELESE,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Enatnesh Alamrew TIRUSEW,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Deshun ZHANG,CHN,W,Women's Marathon,Qualified by Entry Standard,10229534
Bertukan WELDE,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Viola Jelagat KIBIWOT,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Gadise MULU,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Sayaka SATO,JPN,W,Women's Marathon,Qualified by Entry Standard,10229534
Linet Chepkwemoi MASAI,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Angela TANUI,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Rebbeca Sirwanei TANUI,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Zeineba YIMER,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Jackline CHERONO,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Yuka ANDO,JPN,W,Women's Marathon,Qualified by Entry Standard,10229534
Kana KOBAYASHI,JPN,W,Women's Marathon,Qualified by Entry Standard,10229534
Calli HAUGER-THACKERY,GBR,W,Women's Marathon,Qualified by Entry Standard,10229534
Aminet AHMED,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Eunice Chebichii CHUMBA,BRN,W,Women's Marathon,Qualified by Entry Standard,10229534
Roza DEREJE,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Majida MAAYOUF,ESP,W,Women's Marathon,Qualified by Entry Standard,10229534
Jackline SAKILU,TAN,W,Women's Marathon,Qualified by Entry Standard,10229534
Siranesh YIRGA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Magdalena SHAURI,TAN,W,Women's Marathon,Qualified by Entry Standard,10229534
Fikrte WERETA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Yuka SUZUKI,JPN,W,Women's Marathon,Qualified by Entry Standard,10229534
Shuko GENEMO,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Bekelech GUDETA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Ethlemahu SINTAYEHU,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Vivian Jepkemei CHERUIYOT,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Afera GODFAY,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Amid Fozya JEMAL,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Chimdesa KUMSA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Selly Chepyego KAPTICH,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Susanna SULLIVAN,USA,W,Women's Marathon,Qualified by Entry Standard,10229534
Meseret ABEBAYAHAU,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Fiona O'KEEFFE,USA,W,Women's Marathon,Qualified by Entry Standard,10229534
Aynalem DESTA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Pascalia CHEPKOGEI,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Azmera GEBRU,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Anchinalu DESSIE,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Ivyne JERUTO,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Muluhabt TSEGA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Sandrafelis Chebet TUEI,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Glenrose XABA,RSA,W,Women's Marathon,Qualified by Entry Standard,10229534
Atalel ANMUT,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Vivian MELLY,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Laura LUENGO,ESP,W,Women's Marathon,Qualified by Entry Standard,10229534
Zinah SENBETA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Mare DIBABA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Catherine CHEROTICH,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Pascalia JEPKOGEI,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Visiline JEPKESHO,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Agnes KEINO,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Kuftu TAHIR,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Erika KEMP,USA,W,Women's Marathon,Qualified by Entry Standard,10229534
Helah Jelagat KIPROP,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Meseret DINKE,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Isobel BATT-DOYLE,AUS,W,Women's Marathon,Qualified by Entry Standard,10229534
Ruth JEBET,BRN,W,Women's Marathon,Qualified by Entry Standard,10229534
Hellen OBIRI,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Gutemi Shone IMANA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Mekdes WOLDU,FRA,W,Women's Marathon,Qualified by Entry Standard,10229534
Sharon LOKEDI,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Sofiia YAREMCHUK,ITA,W,Women's Marathon,Qualified by Entry Standard,10229534
Dolshi TESFU,ERI,W,Women's Marathon,Qualified by Entry Standard,10229534
Derartu HAILU,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Betelihem AFENIGUS,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Viola CHEPNGENO,KEN,W,Women's Marathon,Qualified by Entry Standard,10229534
Kidsan ALEMA,ETH,W,Women's Marathon,Qualified by Entry Standard,10229534
Edna Ngeringwony KIPLAGAT,KEN,W,Women's Marathon,Qualified by Designated Competition,10229534
Emily Chepkemoi ARUSIO,KEN,W,Women's Marathon,Qualified by Designated Competition,10229534
Lonah Chemtai SALPETER,ISR,W,Women's Marathon,Qualified by Designated Competition,10229534
Fatima Ezzahra GARDADI,MAR,W,Women's Marathon,Qualified by Designated Competition,10229534
Valary JEMELI,KEN,W,Women's Marathon,Qualified by Designated Competition,10229534
Tigist GASHAW,BRN,W,Women's Marathon,Qualified by Designated Competition,10229534
Mary NGUGI-COOPER,KEN,W,Women's Marathon,Qualified by Designated Competition,10229534
Judith Jeptum KORIR,KEN,W,Women's Marathon,Qualified by Designated Competition,10229534
Zhixuan LI,CHN,W,Women's Marathon,Qualified by Designated Competition,10229534
Veronica MAINA,KEN,W,Women's Marathon,Qualified by Designated Competition,10229534
Ye-jin LIM,KOR,W,Women's Marathon,Qualified by Designated Competition,10229534
Jessica MCCLAIN,USA,W,Women's Marathon,Qualified by World Rankings,10229534
Fatima Azzahraa OUHADDOU NAFIE,ESP,W,Women's Marathon,Qualified by World Rankings,10229534
Natosha ROGERS,USA,W,Women's Marathon,Qualified by World Rankings,10229534
Khishigsaikhan GALBADRAKH,MGL,W,Women's Marathon,Qualified by World Rankings,10229534
Annie FRISBIE,USA,W,Women's Marathon,Qualified by World Rankings,10229534
Kaoutar BOULAID,ESP,W,Women's Marathon,Qualified by World Rankings,10229534
Rahma TAHIRI,MAR,W,Women's Marathon,Qualified by World Rankings,10229534
Dakotah POPEHN,USA,W,Women's Marathon,Qualified by World Rankings,10229534
Munkhzaya BAYARTSOGT,MGL,W,Women's Marathon,Qualified by World Rankings,10229534
Lindsay FLANAGAN,USA,W,Women's Marathon,Qualified by World Rankings,10229534
Sara HALL,USA,W,Women's Marathon,Qualified by World Rankings,10229534
Moira STEWARTOVÁ,CZE,W,Women's Marathon,Qualified by World Rankings,10229534
Kwang-Ok RI,PRK,W,Women's Marathon,Qualified by World Rankings,10229534
Kaoutar FARKOUSSI,MAR,W,Women's Marathon,Qualified by World Rankings,10229534
Leanne POMPEANI,AUS,W,Women's Marathon,Qualified by World Rankings,10229534
Rose CHELIMO,BRN,W,Women's Marathon,Qualified by World Rankings,10229534
Manon TRAPP,FRA,W,Women's Marathon,Qualified by World Rankings,10229534
Meritxell SOLER,ESP,W,Women's Marathon,Qualified by World Rankings,10229534
Emma BATES,USA,W,Women's Marathon,Qualified by World Rankings,10229534
Cuomu CIREN,CHN,W,Women's Marathon,Qualified by World Rankings,10229534
Fionnuala MCCORMACK,IRL,W,Women's Marathon,Qualified by World Rankings,10229534
Soukaina ATANANE,MAR,W,Women's Marathon,Qualified by World Rankings,10229534
Kellyn TAYLOR,USA,W,Women's Marathon,Qualified by World Rankings,10229534
Maor TIYOURI,ISR,W,Women's Marathon,Qualified by World Rankings,10229534
Giovanna EPIS,ITA,W,Women's Marathon,Qualified by World Rankings,10229534
Gerda STEYN,RSA,W,Women's Marathon,Qualified by World Rankings,10229534
Juliette THOMAS,BEL,W,Women's Marathon,Qualified by World Rankings,10229534
Makenna MYLER,USA,W,Women's Marathon,Qualified by World Rankings,10229534
Cian OLDKNOW,RSA,W,Women's Marathon,Qualified by World Rankings,10229534
Susana SANTOS,POR,W,Women's Marathon,Qualified by World Rankings,10229534
Daiana OCAMPO,ARG,W,Women's Marathon,Qualified by World Rankings,10229534
Sara VAUGHN,USA,W,Women's Marathon,Qualified by World Rankings,10229534
Nóra SZABÓ,HUN,W,Women's Marathon,Qualified by World Rankings,10229534
Natasha WODAK,CAN,W,Women's Marathon,Qualified by World Rankings,10229534
Juliet CHEKWEL,UGA,W,Women's Marathon,Qualified by World Rankings,10229534
Chloé HERBIET,BEL,W,Women's Marathon,Qualified by World Rankings,10229534
Alisa VAINIO,FIN,W,Women's Marathon,Qualified by World Rankings,10229534
Dominique SCOTT,RSA,W,Women's Marathon,Qualified by World Rankings,10229534
Gabriella ROOKER,USA,W,Women's Marathon,Qualified by World Rankings,10229534
Anne LUIJTEN,NED,W,Women's Marathon,Qualified by World Rankings,10229534
Hanne VERBRUGGEN,BEL,W,Women's Marathon,Qualified by World Rankings,10229534
Choe Il GYONG,PRK,W,Women's Marathon,Qualified by World Rankings,10229534
Emily DURGIN,USA,W,Women's Marathon,Qualified by World Rankings,10229534
Solange JESUS,POR,W,Women's Marathon,Qualified by World Rankings,10229534
Jacqueline GAUGHAN,USA,W,Women's Marathon,Qualified by World Rankings,10229534
Desiree LINDEN,USA,W,Women's Marathon,Qualified by World Rankings,10229534
Mary Zenaida GRANJA,ECU,W,Women's Marathon,Qualified by World Rankings,10229534
Kyungsun CHOI,KOR,W,Women's Marathon,Qualified by World Rankings,10229534
Malindi ELMORE,CAN,W,Women's Marathon,Qualified by World Rankings,10229534
Clementine MUKANDANGA,RWA,W,Women's Marathon,Qualified by World Rankings,10229534
